idx,mean,ci_lower,ci_upper
1,0.0,0.0,0.0
2,0.058823529411764705,-0.056470588235294134,0.17411764705882354
3,0.29411764705882354,0.0708515482774548,0.5173837458401923
4,0.35294117647058826,0.06470588235294122,0.6411764705882352
5,0.35294117647058826,0.06470588235294122,0.6411764705882352
6,0.4117647058823529,0.11782122803994532,0.7057081837247605
7,0.5882352941176471,0.21021824977553177,0.9662523384597623
8,0.6470588235294118,0.237399500132916,1.0567181469259075
9,1.1176470588235294,0.40692638554004756,1.8283677321070113
10,1.1176470588235294,0.40692638554004756,1.8283677321070113
11,1.1176470588235294,0.40692638554004756,1.8283677321070113
12,1.4705882352941178,0.47461120633484866,2.466565264253387
13,1.5294117647058822,0.4386782253025874,2.620145304109177
14,3.0588235294117645,1.1244232351939685,4.9932238236295605
15,3.764705882352941,1.1581279642951339,6.371283800410748
16,3.9411764705882355,1.126488352136699,6.755864589039772
17,4.647058823529412,1.1702672587710237,8.123850388287801
18,4.764705882352941,1.1697288020904741,8.359682962615409
19,6.0588235294117645,1.1921688233861092,10.92547823543742
20,9.529411764705882,1.5534667013306818,17.505356828081084
21,10.0,1.99951030910497,18.00048969089503
22,10.058823529411764,2.064566853998625,18.053080204824905
23,10.058823529411764,2.064566853998625,18.053080204824905
24,11.0,2.2652815796756833,19.734718420324317
25,13.117647058823529,2.6894231790251464,23.54587093862191
26,13.176470588235293,2.746414505155311,23.606526671315276
27,13.647058823529411,2.9051980116206053,24.388919635438217
28,13.705882352941176,2.9603097714634323,24.45145493441892
29,19.352941176470587,5.598046105685624,33.10783624725555
30,19.294117647058822,5.569213679185838,33.01902161493181
31,22.58823529411765,6.673052666755696,38.5034179214796
32,22.58823529411765,6.673052666755696,38.5034179214796
33,22.764705882352942,6.735920703018248,38.79349106168763
34,22.88235294117647,6.802233125478661,38.96247275687428
35,23.0,6.818212852279956,39.181787147720044
36,25.58823529411765,7.754691145917235,43.42177944231806
37,26.58823529411765,7.872107541233408,45.304363047001885
