idx,mean,ci_lower,ci_upper
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.16666666666666666,-0.16,0.4933333333333333
7,0.16666666666666666,-0.16,0.4933333333333333
8,0.16666666666666666,-0.16,0.4933333333333333
9,0.16666666666666666,-0.16,0.4933333333333333
10,0.16666666666666666,-0.16,0.4933333333333333
11,0.16666666666666666,-0.16,0.4933333333333333
12,0.16666666666666666,-0.16,0.4933333333333333
13,0.16666666666666666,-0.16,0.4933333333333333
14,0.16666666666666666,-0.16,0.4933333333333333
15,0.16666666666666666,-0.16,0.4933333333333333
16,0.16666666666666666,-0.16,0.4933333333333333
17,0.16666666666666666,-0.16,0.4933333333333333
18,1.6666666666666667,-1.5999999999999994,4.933333333333333
19,1.8333333333333333,-1.760000000000001,5.426666666666668
20,2.6666666666666665,-2.56,7.893333333333333
21,2.6666666666666665,-2.56,7.893333333333333
22,3.8333333333333335,-2.9074078062677953,10.574074472934463
23,4.166666666666667,-3.2263997547251426,11.559733088058476
24,4.333333333333333,-3.0119466325888506,11.678613299255517
25,4.5,-3.1707565902371515,12.17075659023715
26,11.166666666666666,-8.390274925628498,30.723608258961832
27,11.333333333333334,-8.549908968777368,31.216575635444038
28,36.166666666666664,-20.28999084843759,92.62332418177093
29,44.0,-25.1151325446654,113.1151325446654
30,47.333333333333336,-27.525097083316773,122.19176374998344
31,47.5,-27.68458831436135,122.68458831436135
32,51.166666666666664,-30.804799208830396,133.13813254216373
33,51.333333333333336,-30.96436735008661,133.6310340167533
34,52.0,-31.214253907208317,135.21425390720833
35,53.5,-32.65049142827529,139.6504914282753
36,79.0,-39.34353833930551,197.3435383393055
37,81.16666666666667,-40.27260580224174,202.60593913557508
38,82.33333333333333,-41.38564528802094,206.05231195468758
39,87.5,-45.53838393486296,220.53838393486296
40,88.83333333333333,-46.427890444132814,224.09455711079949
41,89.16666666666667,-46.37165968832089,224.70499302165422
42,90.5,-47.25026320604013,228.25026320604013
43,91.83333333333333,-48.13995989711752,231.80662656378416
44,99.5,-52.41938801000134,251.41938801000134
45,109.16666666666667,-55.15679756707503,273.49013090040836
46,109.33333333333333,-55.315740490697394,273.98240715736404
47,123.5,-62.0191164992618,309.0191164992618
48,123.83333333333333,-62.336691154439094,310.00335782110574
49,151.66666666666666,-72.52607319001214,375.85940652334546
50,155.33333333333334,-74.0774824922893,384.744149158956
51,155.33333333333334,-74.0774824922893,384.744149158956
52,155.5,-74.23605277941616,385.2360527794161
53,155.5,-73.85336224553879,384.8533622455388
54,161.66666666666666,-76.69848798289854,400.03182131623186
55,162.0,-77.01555095850983,401.01555095850983
56,162.16666666666666,-77.17408844574166,401.507421779075
57,162.5,-77.10936537066604,402.10936537066607
58,163.0,-77.58497686541725,403.5849768654173
59,176.66666666666666,-84.10403100553052,437.43736433886386
60,176.66666666666666,-84.10403100553052,437.43736433886386
61,176.66666666666666,-84.10403100553052,437.43736433886386
62,176.66666666666666,-84.10403100553052,437.43736433886386
63,176.83333333333334,-84.26260967953269,437.92927634619934
64,184.33333333333334,-88.7267061044756,457.39337277114225
65,187.66666666666666,-90.78289629063298,466.1162296239663
66,188.16666666666666,-90.89191593642127,467.2252492697546
67,188.16666666666666,-90.89191593642127,467.2252492697546
68,188.16666666666666,-90.89191593642127,467.2252492697546
69,188.33333333333334,-90.65698308961672,467.32364975628343
70,188.33333333333334,-90.65698308961672,467.32364975628343
71,188.33333333333334,-90.65698308961672,467.32364975628343
72,189.33333333333334,-91.21548569426088,469.88215236092753
73,188.83333333333334,-91.12228703849948,468.78895370516614
74,188.16666666666666,-90.48781231721367,466.821145650547
75,188.16666666666666,-90.48781231721367,466.821145650547
76,188.16666666666666,-90.48781231721367,466.821145650547
77,188.5,-90.039263396264,467.039263396264
78,193.66666666666666,-92.66496831471491,479.99830164804825
79,193.66666666666666,-92.66496831471491,479.99830164804825
80,195.0,-93.20087753741024,483.20087753741024
81,199.83333333333334,-95.22334920599016,494.8900158726568
82,200.0,-95.38181934574106,495.38181934574106
83,204.83333333333334,-98.07151058817132,507.738177254838
84,214.0,-101.27378324243836,529.2737832424384
85,220.33333333333334,-104.7237358167537,545.3904024834204
86,220.16666666666666,-104.56553420729117,544.8988675406245
87,225.16666666666666,-105.51788866934803,555.8512220026813
88,227.33333333333334,-106.41258545985747,561.0792521265241
89,233.5,-110.41670832727317,577.4167083272732
90,253.0,-118.80912422012102,624.809124220121
91,253.5,-118.8875348791006,625.8875348791006
92,263.8333333333333,-123.55358593186054,651.2202525985272
93,264.5,-124.18559314695472,653.1855931469547
94,271.5,-127.8909815373068,670.8909815373067
95,293.1666666666667,-133.19931239097076,719.5326457243041
96,292.1666666666667,-133.03813135162687,717.3714646849603
97,293.8333333333333,-134.6146020385675,722.2812687052342
98,293.6666666666667,-134.4569388700728,721.7902722034062
